-58.576,20.465,-7.909,2.953,-46.593,-14.747,-12.339,-21.382,-16.024,-19.471
-67.529,20.175,-12.622,-2.649,-57.647,-17.753,-36.865,-20.376,-24.337,-24.332
-61.619,21.169,-11.456,-9.217,-46.954,-15.291,-34.610,-28.140,-23.909,-33.318
-50.034,21.580,-20.003,-8.308,-49.057,-21.780,-30.355,-26.601,-37.965,-40.247
-42.047,24.076,-19.708,-1.545,-51.517,-22.043,-36.775,-23.010,-49.779,-46.482
-42.472,20.482,-26.235,-6.114,-59.768,-26.699,-32.931,-22.992,-48.538,-37.107
-40.962,13.556,-21.322,-7.521,-68.174,-30.226,-39.987,-24.191,-59.304,-25.314
-36.968,12.851,-17.597,4.864,-67.025,-16.693,-32.269,-15.805,-60.537,-4.805
-37.138,6.690,-20.158,-2.797,-64.579,-24.030,-34.062,-18.069,-62.911,-6.015
-28.701,9.474,-11.511,-6.378,-56.341,-24.362,-31.503,-14.095,-55.486,-8.229
-29.510,12.999,-12.041,-2.607,-42.047,-28.320,-29.944,-17.943,-46.717,-3.691
-25.373,13.485,-17.790,-1.876,-35.727,-27.596,-39.377,-21.570,-51.250,3.792
-18.580,16.776,-14.622,-14.205,-28.736,-26.945,-44.624,-20.079,-65.782,9.094
-18.718,16.476,-20.118,-12.178,-39.496,-18.757,-38.326,-18.433,-70.570,5.438
-21.726,19.327,-19.352,-18.550,-31.984,-16.672,-40.050,-7.665,-63.165,9.964
-14.699,16.625,-14.971,-23.737,-32.929,-9.771,-49.557,-0.495,-66.255,-5.640
-17.424,19.035,-10.175,-21.545,-34.729,-22.858,-60.031,-1.231,-73.282,-11.573
-24.760,18.217,-12.129,-24.937,-37.301,-28.425,-64.994,-2.235,-63.970,-8.168
-13.066,19.746,-13.591,-29.424,-28.427,-24.551,-61.726,-4.812,-54.635,-11.636
-6.606,23.747,-13.640,-23.552,-24.425,-25.293,-60.245,-6.453,-48.725,-9.975
-6.636,17.988,-19.274,-37.394,-30.140,-28.629,-65.361,-28.586,-57.792,-4.119
-4.707,15.674,-18.423,-39.576,-35.990,-32.616,-78.179,-34.852,-48.413,-14.109
-21.263,4.548,-25.550,-48.834,-48.544,-37.157,-90.244,-27.327,-62.575,-18.954
-24.826,5.891,-25.138,-44.811,-41.068,-45.426,-99.496,-24.567,-74.089,-32.237
-26.847,-3.147,-23.052,-45.199,-57.671,-51.861,-100.626,-25.334,-68.200,-42.303
-41.633,-8.804,-28.633,-55.992,-53.249,-49.468,-107.596,-31.008,-67.834,-32.111
-43.316,-15.255,-32.550,-54.465,-55.435,-58.482,-105.475,-31.551,-61.562,-30.343
-42.758,-19.108,-37.587,-55.909,-53.629,-70.337,-99.301,-42.803,-63.941,-46.546
-39.692,-20.028,-36.849,-69.569,-46.058,-87.640,-97.725,-40.770,-64.993,-53.671
-28.120,-16.309,-32.704,-66.923,-38.989,-78.968,-99.619,-30.249,-61.757,-48.485
-30.500,-18.004,-29.038,-54.960,-35.555,-73.052,-93.670,-21.976,-56.876,-46.875
-36.545,-19.462,-27.507,-50.022,-56.008,-68.064,-86.283,-30.941,-59.836,-46.027
-42.916,-19.110,-31.426,-52.494,-55.256,-76.111,-84.184,-42.533,-57.257,-42.551
-40.555,-20.950,-37.428,-57.166,-50.379,-73.163,-76.198,-49.102,-61.291,-31.742
-32.304,-25.419,-43.811,-55.724,-52.268,-63.707,-81.158,-54.202,-60.915,-31.176
-29.586,-21.429,-40.857,-46.764,-48.174,-70.840,-71.717,-51.090,-54.656,-30.962
-23.928,-25.716,-35.100,-45.979,-46.285,-62.656,-57.003,-40.159,-49.069,-23.084
-16.567,-20.091,-37.778,-40.493,-43.431,-57.583,-51.917,-30.166,-46.741,-27.576
-23.192,-12.779,-30.119,-42.805,-36.718,-65.832,-56.549,-29.492,-67.555,-32.608
-19.142,-7.116,-44.603,-37.288,-44.213,-65.678,-56.294,-28.775,-53.968,-38.556
-18.907,-6.698,-39.392,-29.231,-47.659,-65.036,-54.001,-37.235,-64.645,-25.318
-26.448,-5.634,-32.174,-34.211,-48.202,-67.143,-61.116,-41.369,-69.560,-31.971
-29.504,-3.445,-38.053,-30.460,-56.785,-64.107,-57.364,-35.504,-63.432,-38.951
-32.111,-10.237,-43.636,-33.022,-62.515,-66.004,-66.291,-36.864,-76.532,-36.466
-31.769,-12.377,-43.433,-32.562,-62.107,-60.551,-70.387,-39.043,-70.760,-30.746
-27.671,-12.615,-37.235,-40.919,-65.586,-53.999,-68.301,-22.647,-75.065,-39.046
-31.687,-16.607,-40.708,-43.162,-50.725,-61.363,-72.395,-27.868,-76.171,-38.051
-28.486,-20.121,-36.133,-43.514,-68.663,-65.798,-75.001,-44.267,-79.793,-30.000
-19.564,-21.800,-36.995,-48.541,-59.298,-67.630,-74.494,-45.010,-79.611,-30.103
-19.029,-19.350,-41.800,-44.311,-52.122,-65.224,-80.164,-42.056,-78.671,-37.050
-16.434,-21.371,-42.506,-37.636,-44.551,-56.397,-78.257,-37.774,-82.368,-35.393
-28.268,-25.261,-44.383,-42.888,-42.769,-64.874,-86.113,-33.786,-81.294,-38.493
-33.275,-26.864,-46.017,-44.258,-58.940,-70.012,-88.056,-31.802,-90.985,-45.392
-48.730,-28.852,-51.828,-46.545,-73.106,-69.008,-83.337,-39.743,-93.325,-63.938
-56.059,-29.008,-56.286,-58.192,-76.836,-78.230,-90.440,-47.300,-102.036,-65.424
-50.471,-32.331,-64.568,-57.523,-69.884,-74.829,-92.668,-45.658,-101.528,-69.492
-57.673,-29.320,-69.506,-65.328,-75.554,-78.665,-97.848,-58.546,-104.879,-75.023
-56.075,-34.667,-69.969,-72.956,-79.095,-86.546,-96.537,-59.280,-108.251,-64.102
-57.719,-41.348,-72.620,-70.144,-73.534,-87.150,-97.781,-50.203,-104.852,-69.908
-56.971,-38.571,-65.300,-69.996,-75.972,-82.269,-89.697,-52.532,-99.546,-63.889
-54.107,-43.947,-62.664,-65.880,-76.031,-73.277,-86.466,-49.767,-85.531,-54.675
-49.476,-36.111,-56.616,-63.515,-68.474,-67.194,-71.057,-53.666,-77.472,-43.901
-47.797,-33.005,-51.096,-63.926,-71.015,-65.739,-68.821,-56.925,-72.294,-45.099
-44.076,-32.723,-49.450,-53.961,-64.236,-57.319,-62.973,-48.741,-75.883,-54.297
-41.661,-29.874,-48.779,-53.526,-62.767,-57.755,-68.770,-43.879,-69.303,-51.063
-37.041,-32.230,-51.036,-56.086,-55.527,-63.240,-67.293,-41.065,-66.507,-26.620
-36.278,-31.907,-49.237,-56.333,-61.055,-55.037,-65.715,-40.983,-71.355,-25.258
-37.966,-38.718,-47.927,-61.351,-54.680,-63.950,-62.824,-33.405,-63.695,-13.934
-33.568,-33.496,-53.278,-60.764,-41.169,-69.365,-75.853,-38.810,-55.405,-10.993
-32.383,-25.662,-48.588,-62.335,-47.640,-63.918,-68.385,-45.189,-53.097,-15.385
-34.138,-28.295,-50.039,-57.924,-49.814,-60.069,-80.250,-34.081,-52.441,-14.713
-30.973,-27.989,-51.617,-46.400,-39.037,-45.664,-70.839,-23.179,-49.327,-17.446
-18.922,-21.252,-47.432,-54.687,-38.247,-38.757,-66.504,-15.120,-51.228,-13.036
-12.217,-21.484,-43.390,-53.665,-32.493,-34.526,-55.649,-12.754,-56.569,-22.400
-18.844,-24.082,-44.003,-57.650,-38.609,-35.359,-64.381,-15.016,-50.406,-27.075
-15.829,-26.334,-42.734,-55.501,-39.309,-40.805,-62.448,-17.482,-63.243,-26.622
-16.912,-22.744,-42.317,-48.864,-39.237,-39.797,-57.445,-17.251,-61.726,-20.272
-15.768,-20.689,-40.038,-51.427,-41.867,-44.417,-52.221,-15.405,-59.195,-17.890
-26.348,-20.898,-39.517,-49.083,-38.130,-39.503,-57.478,-10.652,-63.826,-26.286
-17.605,-18.986,-42.384,-51.248,-44.295,-47.198,-56.341,-16.492,-59.318,-27.958
-23.517,-19.630,-42.608,-46.842,-39.953,-40.299,-55.133,-19.674,-48.895,-23.929
-17.988,-16.917,-41.239,-39.746,-42.389,-36.395,-51.655,-23.038,-33.320,-16.262
-9.954,-14.087,-36.230,-32.217,-38.326,-45.732,-47.098,-28.011,-35.207,-13.866
-3.489,-13.455,-33.893,-24.126,-39.940,-46.740,-50.265,-25.614,-35.834,-12.162
-3.191,-12.705,-28.702,-33.101,-42.042,-47.089,-40.338,-19.872,-34.547,-12.743
-18.738,-14.284,-41.713,-36.473,-32.237,-51.466,-36.883,-17.139,-31.934,-20.397
-23.688,-18.082,-39.530,-28.268,-34.613,-48.444,-40.793,-16.626,-28.073,-28.821
-15.133,-14.517,-31.743,-16.489,-35.918,-44.699,-35.977,-14.174,-25.760,-23.292
-12.654,-17.251,-27.146,-21.197,-32.997,-27.823,-38.703,-9.980,-36.978,-30.282
-10.471,-16.098,-22.017,-20.545,-25.584,-27.310,-31.181,-13.572,-33.164,-19.222
-8.173,-15.750,-22.635,-25.209,-17.519,-33.445,-26.960,-12.073,-36.785,-5.876
0.882,-15.426,-22.269,-24.598,-18.237,-30.147,-22.940,-5.946,-28.125,-5.876
9.443,-14.026,-12.922,-14.632,-21.240,-16.670,-21.973,-4.999,-14.017,0.726
4.925,-6.554,-7.087,-11.368,-28.696,-14.419,-14.298,-5.590,-10.364,8.287
5.481,-11.274,-9.207,-13.070,-21.585,-15.055,-20.392,-9.871,-12.735,1.450
3.024,-11.368,-8.414,-16.483,-20.830,-10.412,-14.231,-7.077,-12.107,5.729
3.298,-5.977,-2.816,-12.773,-6.407,-1.748,-6.325,4.028,0.807,6.263
11.681,-8.043,-5.161,-6.995,-7.000,-3.657,-4.603,-0.821,3.413,13.418
16.236,-2.504,-1.081,5.583,-9.365,-4.856,-3.706,-2.522,13.280,17.205
18.214,0.913,-2.348,8.839,-7.092,-7.345,-8.255,3.384,4.158,7.059
20.633,-0.080,-0.804,11.414,-0.894,-11.523,-10.760,6.012,6.600,3.758
24.741,-7.094,-0.012,9.752,5.274,-6.952,-11.616,13.731,2.975,-11.232
18.113,-3.625,-0.326,19.268,11.555,1.548,-0.709,14.338,2.300,-5.956
19.234,3.850,6.880,10.583,13.317,3.099,3.991,18.193,9.933,35.178
28.069,-4.162,3.414,7.884,9.256,6.485,2.666,24.781,18.031,23.101
26.345,-5.093,4.652,9.137,5.649,13.982,6.396,28.657,16.346,26.246
19.748,-5.431,6.716,7.328,8.769,13.621,3.566,31.412,17.765,30.257
24.387,-6.874,6.623,12.752,5.086,12.750,1.622,23.717,12.023,30.285
29.556,-7.571,9.459,11.019,9.623,15.825,0.430,27.603,14.812,21.293
28.756,-7.432,8.166,6.840,27.804,17.976,-3.621,24.634,23.672,29.003
34.151,-4.733,5.882,3.100,29.429,14.323,7.479,17.977,14.754,25.685
28.113,-11.525,9.387,9.029,31.398,12.478,9.421,27.790,21.452,21.290
31.371,-4.762,12.095,15.237,31.493,-3.560,8.234,25.663,13.542,24.239
33.383,-0.522,15.590,8.637,23.353,-6.561,14.594,21.542,1.146,23.058
36.287,9.821,20.538,13.592,36.834,2.508,15.753,18.349,1.164,20.662
37.266,14.367,25.080,17.811,42.372,9.261,5.661,20.873,-20.341,11.963
30.908,11.444,17.094,16.523,25.905,1.504,-8.316,18.140,-28.986,15.387
22.496,13.409,15.420,7.126,23.249,-1.074,-8.470,20.165,-19.246,15.531
32.027,11.760,19.847,11.955,29.560,-2.015,-10.631,23.148,-9.597,22.658
29.224,10.494,10.069,18.839,24.494,-13.946,-5.046,18.989,-15.010,22.538
26.126,12.891,11.301,13.623,36.964,-16.254,1.735,20.001,-16.956,15.752
33.818,9.689,9.938,21.029,34.029,-12.908,-6.759,24.516,-15.767,15.531
36.582,9.614,12.556,12.615,34.544,-12.662,-8.908,15.476,-12.888,8.750
42.098,8.277,15.141,7.927,30.840,7.939,-2.607,20.033,-10.534,1.896
45.933,12.828,24.191,19.234,29.950,3.004,-9.675,28.099,-19.687,1.690
44.471,13.819,24.778,22.434,27.806,9.690,6.019,35.231,-25.367,-7.440
39.172,9.547,22.693,19.249,20.793,7.614,-7.731,33.113,-24.669,-11.015
36.717,7.861,18.097,11.780,23.948,-6.954,-14.931,21.500,-34.047,-9.595
36.505,6.825,18.778,7.063,21.954,-5.857,-10.387,18.543,-35.545,1.033
35.531,4.736,15.459,2.588,29.379,-6.339,-14.779,23.710,-34.344,12.374
34.185,-0.009,8.577,-0.453,25.453,-3.118,-13.661,18.227,-34.532,14.007
20.950,-2.301,4.049,-5.349,12.730,0.529,-17.616,6.319,-30.241,10.717
20.022,-1.276,-2.296,-3.029,11.253,1.706,-27.534,6.233,-33.794,-0.575
23.398,3.047,0.573,-0.794,7.850,6.526,-30.396,8.005,-38.744,-0.370
14.073,-1.790,4.825,3.552,18.886,8.034,-19.856,14.742,-29.689,-0.383
12.436,0.453,7.626,2.120,5.742,5.230,-15.564,16.597,-27.523,-2.558
4.896,-3.931,9.058,2.596,14.611,13.712,-13.078,24.734,-27.327,3.202
0.467,-4.036,16.477,-2.472,4.693,8.795,-9.262,32.686,-29.683,-4.680
5.401,1.275,12.517,-4.105,8.340,7.346,-6.719,16.240,-26.823,-0.053
9.330,0.582,0.894,0.101,11.173,-2.243,-9.200,14.731,-13.845,4.467
14.491,8.318,-3.221,1.354,16.159,12.093,-16.163,18.708,-23.289,9.440
8.605,10.143,3.508,-0.175,29.213,7.940,-19.318,15.674,-28.477,3.974
10.499,7.127,5.586,1.964,23.644,7.358,-24.695,22.577,-2.754,11.024
16.660,10.962,5.646,10.273,32.647,8.001,-17.486,29.661,-23.571,28.182
24.223,13.585,8.483,4.970,40.927,10.891,-6.121,34.426,-18.962,33.647
18.609,12.352,13.506,7.582,34.591,5.089,-9.355,34.920,-25.521,26.598
12.719,14.216,17.043,8.482,24.136,-5.219,-10.527,28.511,-22.552,26.612
19.477,18.145,16.573,-0.553,18.045,-3.166,-11.901,24.121,-19.239,28.229
24.708,20.100,18.753,-0.189,20.676,-9.647,-19.880,18.745,-16.097,23.995
29.545,22.910,22.878,1.911,20.659,1.943,-20.550,22.513,-18.388,21.017
27.039,22.532,17.749,5.768,20.160,4.195,-21.407,27.696,-3.545,28.121
19.326,18.407,22.401,5.291,20.141,8.539,-20.001,36.963,3.350,20.282
12.696,25.002,21.747,-0.064,33.230,11.190,-14.174,28.001,6.623,12.514
20.537,24.921,20.277,6.166,38.971,15.797,0.204,19.853,7.648,17.829
17.028,29.339,20.595,12.529,37.947,20.358,2.846,26.624,9.422,11.107
10.204,22.814,13.072,10.713,19.006,19.555,-13.738,13.656,5.425,-4.448
15.601,26.380,12.611,13.207,25.391,20.379,-10.847,14.784,-11.145,2.732
5.003,27.833,2.408,5.179,29.297,13.290,-14.898,6.667,-34.090,-4.122
-1.006,20.228,3.557,1.851,21.039,4.876,-25.542,6.379,-43.853,-19.132
-6.938,18.681,6.495,2.216,19.440,-0.920,-36.350,3.895,-46.440,-18.018
-2.235,10.556,4.211,-8.121,9.936,-17.941,-57.646,3.840,-44.808,-20.435
10.331,4.685,-5.093,-15.866,6.952,-19.339,-69.323,3.943,-36.849,-24.183
9.742,2.889,-16.391,-13.872,4.482,-21.404,-58.986,-1.975,-28.973,-22.498
8.931,1.229,-16.996,-21.074,3.661,-22.495,-50.253,-7.722,-29.950,-19.681
2.740,-3.265,-10.614,-23.229,14.433,-28.644,-46.717,-11.903,-27.397,-14.745
17.255,0.162,-7.755,-16.403,25.241,-28.254,-40.899,-7.476,-18.641,-9.059
11.210,4.234,-3.271,-15.873,29.550,-31.103,-39.686,-12.027,-22.629,-4.852
7.927,-1.066,-5.280,-19.582,8.848,-25.783,-23.155,-7.038,-23.212,-7.538
21.565,-2.296,-5.064,-16.800,5.883,-19.791,-23.295,-4.968,-26.454,-2.418
16.331,-5.537,-7.350,-25.379,15.143,-13.131,-33.238,-11.459,-19.459,0.557
9.989,-3.150,-10.435,-25.635,13.633,-8.851,-42.984,-11.478,-24.985,3.299
-27.667,-4.380,-7.590,-19.658,13.744,-12.404,-40.824,-9.759,-39.515,6.209
-10.796,-2.961,-9.987,-19.037,1.596,-14.245,-40.173,-7.700,-67.449,8.419
8.390,-9.504,1.576,-13.979,1.192,-12.245,-43.124,-7.213,-37.150,7.397
1.575,-11.810,-2.964,-25.097,-8.342,-24.335,-42.298,-9.545,-56.475,3.149
6.393,-12.690,0.348,-16.022,-15.320,-20.070,-34.329,-12.850,-47.371,5.897
4.757,-16.220,-0.796,-22.096,-27.390,-15.133,-33.684,-5.694,-45.713,14.324
4.413,-14.779,-3.635,-29.002,-13.597,-12.038,-27.390,-4.947,-44.798,14.669
5.684,-18.286,-1.711,-19.924,-13.827,-10.851,-34.517,-13.389,-51.934,12.953
4.686,-17.477,-2.966,-23.429,-17.041,-13.515,-38.872,-12.098,-52.538,2.522
8.762,-14.157,-5.987,-26.920,-13.578,-16.218,-31.156,-22.049,-47.883,8.835
10.134,-9.465,-4.109,-20.338,-12.419,-27.216,-39.681,-24.589,-47.764,-0.284
0.874,-9.408,-8.313,-17.098,-15.357,-33.712,-22.689,-16.210,-50.412,-13.131
-13.884,-13.261,-7.713,-19.543,-18.755,-35.321,-31.085,-20.994,-43.621,-14.658
-9.021,-7.738,-6.772,-18.807,-6.149,-39.913,-34.730,-22.126,-48.172,15.277
-7.397,0.666,-13.290,-14.482,0.627,-34.146,-33.964,-13.079,-39.219,27.017
0.513,1.145,-12.110,-12.360,-5.365,-32.074,-52.828,-19.608,-85.505,27.635
-2.220,-4.425,-16.038,-18.455,-13.800,-39.768,-63.016,-22.783,-78.710,12.329
-0.179,-5.651,-23.945,-18.701,-18.293,-45.767,-53.141,-19.125,-63.980,0.974
4.338,-16.125,-29.783,-25.494,-21.082,-61.755,-49.517,-25.970,-70.604,1.621
-3.307,-22.287,-27.552,-27.197,-16.905,-50.069,-44.119,-30.003,-60.236,-4.780
-5.396,-19.903,-27.972,-29.374,-19.227,-43.993,-52.345,-37.827,-58.637,2.744
1.786,-21.279,-29.601,-26.630,-21.806,-49.473,-56.648,-45.207,-53.972,11.397
5.565,-23.447,-24.694,-33.334,-27.385,-54.728,-50.371,-41.280,-55.424,8.414
2.778,-16.988,-23.047,-39.148,-24.203,-59.745,-51.991,-46.235,-51.190,0.354
4.313,-21.085,-23.770,-31.983,-16.631,-45.492,-54.070,-39.804,-49.653,0.598
16.013,-12.989,-27.691,-35.439,-16.420,-42.678,-64.608,-46.570,-65.672,-9.174
5.309,-15.567,-27.468,-43.464,-24.085,-48.607,-71.838,-55.606,-66.399,-19.934
1.726,-20.610,-26.054,-35.581,-16.644,-43.438,-66.121,-35.846,-60.089,-5.109
0.535,-12.466,-28.963,-32.311,-14.626,-47.983,-77.608,-35.195,-62.862,-1.164
-11.898,-13.535,-32.526,-30.203,-10.744,-59.305,-62.995,-33.969,-67.526,-12.063
-7.401,-19.395,-28.500,-25.657,0.035,-58.064,-64.763,-40.133,-75.625,-21.270
-9.295,-13.422,-28.584,-23.094,-0.727,-48.206,-48.993,-40.896,-65.682,-19.926
-17.203,-14.116,-25.036,-31.254,-5.387,-46.846,-50.774,-41.319,-71.492,-22.178
-12.714,-15.369,-18.320,-32.844,-10.493,-46.953,-62.671,-28.037,-71.942,-24.917
-14.117,-18.491,-24.791,-38.066,-10.070,-49.006,-68.080,-22.795,-84.756,-20.929
9.502,-16.468,-19.500,-35.703,-16.087,-45.134,-63.495,-26.985,-78.929,-21.783
21.628,-9.295,-18.222,-34.425,-12.545,-36.841,-62.810,-30.943,-101.520,-41.402
18.363,-18.963,-16.325,-38.173,-35.218,-39.257,-70.752,-30.164,-107.371,-33.509
13.524,-19.702,-20.522,-37.712,-34.542,-49.161,-72.910,-38.777,-102.325,-38.798
5.330,-16.021,-27.870,-35.280,-41.998,-53.679,-87.599,-45.802,-121.962,-45.644
-1.688,-14.618,-29.668,-44.131,-49.956,-50.483,-85.409,-46.081,-106.515,-52.974
-16.055,-15.358,-32.132,-52.496,-38.289,-57.337,-94.149,-45.145,-114.707,-52.553
-29.734,-15.884,-33.228,-44.758,-44.595,-66.372,-98.002,-53.286,-106.182,-49.161
-34.244,-17.239,-36.899,-44.537,-41.918,-66.529,-96.848,-61.951,-90.566,-48.590
-32.988,-13.317,-37.657,-43.934,-54.655,-69.755,-112.096,-69.384,-90.721,-33.271
-23.034,-18.438,-44.986,-44.251,-53.931,-65.495,-88.583,-69.471,-75.359,-32.703
-17.574,-18.452,-40.063,-45.097,-52.741,-64.036,-87.415,-70.063,-79.168,-37.418
-17.857,-13.163,-39.822,-42.256,-47.492,-65.571,-88.481,-71.160,-67.089,-43.361
-19.365,-14.785,-42.125,-48.703,-51.997,-67.198,-84.484,-58.262,-64.383,-51.574
-20.651,-13.535,-32.225,-62.435,-49.294,-72.059,-85.019,-67.649,-66.461,-49.816
-23.808,-12.672,-30.080,-64.492,-49.302,-85.920,-86.635,-67.571,-69.606,-45.743
-36.928,-7.941,-29.864,-55.648,-54.378,-93.347,-102.108,-51.582,-70.188,-52.899
-34.062,-3.719,-32.916,-63.781,-51.241,-85.534,-99.532,-66.516,-73.392,-47.331
-27.665,-8.107,-40.931,-71.800,-57.905,-77.528,-113.392,-74.267,-82.027,-49.840
-36.275,-5.535,-39.023,-63.210,-70.527,-84.922,-123.360,-66.251,-77.774,-50.814
-48.937,-3.380,-45.178,-69.821,-74.426,-79.156,-121.676,-62.013,-81.504,-48.403
-48.205,-4.542,-47.897,-66.593,-69.585,-78.504,-132.269,-56.114,-76.919,-46.986
-43.245,-1.066,-55.891,-74.139,-65.240,-88.056,-117.495,-66.793,-70.184,-54.205
-38.997,-2.843,-52.286,-77.497,-61.866,-80.454,-105.285,-61.861,-70.574,-65.252
-48.257,-5.773,-55.447,-75.682,-80.603,-83.837,-108.395,-66.435,-86.591,-60.899
-75.110,-17.055,-60.694,-89.283,-86.709,-79.061,-101.949,-76.826,-96.488,-73.801
-72.829,-18.696,-56.311,-86.788,-68.175,-85.351,-109.952,-67.387,-100.255,-73.569
-47.787,-22.587,-61.215,-89.708,-83.933,-85.540,-106.623,-69.809,-107.386,-77.214
-64.343,-25.117,-61.712,-89.829,-73.257,-89.641,-116.055,-66.242,-108.891,-57.990
-42.062,-18.420,-63.543,-91.841,-60.586,-102.538,-105.459,-67.079,-94.338,-45.841
-35.733,-24.661,-60.470,-94.905,-77.125,-103.382,-99.956,-61.315,-97.819,-39.074
-66.724,-28.917,-64.239,-95.144,-76.741,-103.363,-119.066,-53.666,-91.409,-52.362
-32.642,-39.226,-58.956,-96.043,-64.371,-103.502,-116.979,-54.978,-116.679,-57.701
-36.510,-43.951,-59.955,-108.034,-67.643,-102.974,-111.064,-62.118,-120.134,-69.231
-33.265,-46.999,-68.151,-112.119,-70.647,-116.069,-120.751,-83.140,-91.857,-76.802
-53.796,-48.024,-71.376,-99.157,-75.043,-107.471,-114.708,-88.306,-117.600,-86.831
-54.716,-50.185,-75.606,-95.841,-78.469,-100.462,-113.893,-89.854,-115.749,-82.630
-63.644,-54.813,-77.322,-91.587,-73.683,-100.877,-113.445,-95.497,-104.115,-82.345
-66.860,-50.827,-77.090,-95.637,-83.888,-101.934,-115.255,-89.317,-130.531,-82.953
-62.039,-47.940,-75.680,-98.224,-74.557,-110.646,-120.030,-86.052,-122.646,-69.575
-56.335,-53.134,-83.373,-99.209,-90.307,-100.367,-125.560,-93.534,-110.138,-88.415
-46.835,-50.994,-83.246,-91.386,-94.527,-110.526,-133.250,-86.782,-102.696,-81.279
-42.078,-48.750,-67.418,-100.403,-92.351,-101.564,-113.553,-76.331,-83.378,-56.284
-40.187,-41.188,-71.812,-101.314,-74.936,-87.115,-111.167,-59.484,-73.897,-63.778
-27.234,-36.173,-65.725,-100.591,-57.154,-79.846,-115.054,-51.655,-93.368,-39.017
-2.919,-42.569,-61.460,-83.991,-59.240,-67.288,-113.518,-35.491,-95.902,-29.318
-0.265,-45.377,-60.892,-82.124,-41.530,-69.087,-111.686,-29.058,-69.911,-30.438
-2.296,-44.297,-61.202,-77.331,-47.530,-65.769,-112.095,-29.621,-76.824,-32.971
-3.875,-41.167,-56.489,-67.226,-49.409,-69.876,-104.204,-23.584,-77.658,-36.291
-3.033,-44.600,-52.701,-63.091,-53.557,-75.372,-102.466,-23.476,-66.692,-44.279
0.864,-43.557,-49.611,-60.401,-54.184,-68.687,-98.049,-23.800,-96.675,-48.094
3.589,-44.454,-45.389,-64.725,-67.110,-63.380,-91.607,-45.095,-109.209,-42.926
-10.786,-43.251,-45.524,-71.260,-59.922,-71.617,-93.879,-50.491,-76.126,-61.003
